,frame,color,hex
591,677,"(12, 11, 10)",#0c0b0a
471,678,"(12, 12, 10)",#0c0c0a
498,679,"(12, 12, 10)",#0c0c0a
378,680,"(12, 11, 10)",#0c0b0a
341,681,"(12, 12, 10)",#0c0c0a
278,682,"(12, 12, 10)",#0c0c0a
315,683,"(12, 12, 10)",#0c0c0a
405,684,"(12, 12, 10)",#0c0c0a
438,685,"(12, 12, 10)",#0c0c0a
501,686,"(12, 12, 10)",#0c0c0a
468,687,"(12, 12, 10)",#0c0c0a
586,688,"(12, 12, 10)",#0c0c0a
617,689,"(12, 12, 10)",#0c0c0a
406,690,"(12, 11, 10)",#0c0b0a
437,691,"(12, 11, 10)",#0c0b0a
502,692,"(12, 11, 10)",#0c0b0a
467,693,"(12, 11, 10)",#0c0b0a
376,694,"(12, 11, 10)",#0c0b0a
343,695,"(11, 11, 10)",#0b0b0a
277,696,"(11, 11, 10)",#0b0b0a
316,697,"(11, 11, 10)",#0b0b0a
677,698,"(11, 11, 10)",#0b0b0a
642,699,"(11, 11, 10)",#0b0b0a
524,700,"(11, 11, 10)",#0b0b0a
565,701,"(11, 11, 10)",#0b0b0a
620,702,"(11, 11, 10)",#0b0b0a
583,703,"(11, 11, 10)",#0b0b0a
736,704,"(11, 11, 10)",#0b0b0a
697,705,"(11, 11, 10)",#0b0b0a
641,706,"(11, 11, 10)",#0b0b0a
678,707,"(11, 11, 10)",#0b0b0a
317,708,"(11, 11, 10)",#0b0b0a
276,709,"(11, 11, 10)",#0b0b0a
735,710,"(11, 11, 10)",#0b0b0a
698,711,"(11, 11, 10)",#0b0b0a
640,712,"(11, 11, 10)",#0b0b0a
679,713,"(10, 10, 9)",#0a0a09
525,714,"(9, 9, 8)",#090908
564,715,"(8, 8, 8)",#080808
621,716,"(7, 7, 6)",#070706
582,717,"(6, 6, 6)",#060606
462,718,"(5, 5, 5)",#050505
507,719,"(4, 4, 4)",#040404
319,720,"(44, 44, 44)",#2c2c2c
274,721,"(4, 4, 4)",#040404
340,722,"(4, 4, 4)",#040404
379,723,"(4, 4, 4)",#040404
463,724,"(4, 4, 4)",#040404
506,725,"(4, 4, 4)",#040404
441,726,"(4, 4, 4)",#040404
402,727,"(11, 10, 12)",#0b0a0c
526,728,"(11, 12, 11)",#0b0c0b
563,729,"(5, 5, 5)",#050505
464,730,"(5, 5, 5)",#050505
505,731,"(7, 7, 7)",#070707
442,732,"(8, 7, 7)",#080707
401,733,"(8, 8, 8)",#080808
318,734,"(9, 9, 9)",#090909
275,735,"(9, 9, 9)",#090909
339,736,"(10, 9, 10)",#0a090a
380,737,"(11, 10, 10)",#0b0a0a
737,738,"(14, 13, 13)",#0e0d0d
696,739,"(18, 17, 17)",#121111
121,740,"(14, 12, 13)",#0e0c0d
76,741,"(15, 13, 14)",#0f0d0e
10,742,"(15, 13, 14)",#0f0d0e
55,743,"(15, 13, 14)",#0f0d0e
143,744,"(15, 13, 14)",#0f0d0e
186,745,"(15, 13, 14)",#0f0d0e
254,746,"(15, 13, 14)",#0f0d0e
209,747,"(15, 13, 14)",#0f0d0e
809,748,"(15, 13, 14)",#0f0d0e
842,749,"(15, 13, 14)",#0f0d0e
142,750,"(15, 13, 14)",#0f0d0e
187,751,"(15, 14, 14)",#0f0e0e
253,752,"(15, 14, 14)",#0f0e0e
210,753,"(15, 14, 14)",#0f0e0e
122,754,"(15, 14, 14)",#0f0e0e
75,755,"(16, 14, 14)",#100e0e
11,756,"(15, 14, 14)",#0f0e0e
54,757,"(16, 14, 14)",#100e0e
898,758,"(16, 14, 14)",#100e0e
861,759,"(16, 14, 14)",#100e0e
808,760,"(16, 14, 14)",#100e0e
843,761,"(16, 14, 14)",#100e0e
790,762,"(16, 14, 14)",#100e0e
753,763,"(16, 14, 14)",#100e0e
896,764,"(16, 14, 14)",#100e0e
863,765,"(16, 14, 14)",#100e0e
915,766,"(16, 14, 14)",#100e0e
952,767,"(16, 14, 14)",#100e0e
120,768,"(16, 14, 14)",#100e0e
77,769,"(16, 14, 14)",#100e0e
897,770,"(16, 14, 14)",#100e0e
862,771,"(16, 14, 14)",#100e0e
916,772,"(16, 14, 14)",#100e0e
951,773,"(16, 14, 14)",#100e0e
807,774,"(15, 14, 14)",#0f0e0e
844,775,"(15, 14, 14)",#0f0e0e
789,776,"(15, 14, 14)",#0f0e0e
754,777,"(15, 14, 14)",#0f0e0e
141,778,"(15, 14, 14)",#0f0e0e
188,779,"(15, 14, 14)",#0f0e0e
57,780,"(15, 14, 14)",#0f0e0e
8,781,"(15, 14, 14)",#0f0e0e
74,782,"(15, 13, 14)",#0f0d0e
123,783,"(15, 13, 14)",#0f0d0e
206,784,"(15, 13, 14)",#0f0d0e
257,785,"(15, 13, 14)",#0f0d0e
189,786,"(15, 13, 14)",#0f0d0e
140,787,"(15, 13, 14)",#0f0d0e
752,788,"(15, 13, 14)",#0f0d0e
791,789,"(15, 13, 14)",#0f0d0e
208,790,"(15, 13, 14)",#0f0d0e
255,791,"(15, 13, 14)",#0f0d0e
190,792,"(15, 13, 14)",#0f0d0e
139,793,"(15, 13, 14)",#0f0d0e
56,794,"(15, 13, 14)",#0f0d0e
9,795,"(15, 13, 14)",#0f0d0e
73,796,"(15, 13, 14)",#0f0d0e
124,797,"(15, 13, 14)",#0f0d0e
954,798,"(15, 13, 14)",#0f0d0e
913,799,"(15, 13, 14)",#0f0d0e
214,800,"(15, 13, 14)",#0f0d0e
249,801,"(15, 13, 14)",#0f0d0e
184,802,"(15, 13, 13)",#0f0d0d
145,803,"(15, 13, 13)",#0f0d0d
47,804,"(15, 13, 13)",#0f0d0d
18,805,"(15, 13, 13)",#0f0d0d
81,806,"(15, 13, 13)",#0f0d0d
116,807,"(15, 13, 13)",#0f0d0d
948,808,"(14, 13, 13)",#0e0d0d
919,809,"(14, 13, 13)",#0e0d0d
49,810,"(14, 13, 13)",#0e0d0d
16,811,"(14, 13, 13)",#0e0d0d
83,812,"(14, 13, 13)",#0e0d0d
114,813,"(14, 13, 13)",#0e0d0d
212,814,"(14, 13, 13)",#0e0d0d
251,815,"(14, 13, 13)",#0e0d0d
182,816,"(14, 13, 13)",#0e0d0d
147,817,"(14, 13, 13)",#0e0d0d
756,818,"(14, 12, 13)",#0e0c0d
787,819,"(14, 12, 13)",#0e0c0d
949,820,"(14, 12, 13)",#0e0c0d
918,821,"(14, 12, 13)",#0e0c0d
864,822,"(14, 12, 13)",#0e0c0d
895,823,"(14, 12, 13)",#0e0c0d
758,824,"(14, 12, 13)",#0e0c0d
785,825,"(14, 12, 13)",#0e0c0d
841,826,"(14, 12, 13)",#0e0c0d
811,827,"(14, 12, 13)",#0e0c0d
215,828,"(14, 12, 13)",#0e0c0d
247,829,"(14, 12, 13)",#0e0c0d
757,830,"(14, 12, 13)",#0e0c0d
786,831,"(14, 12, 13)",#0e0c0d
839,832,"(14, 12, 13)",#0e0c0d
812,833,"(14, 12, 13)",#0e0c0d
950,834,"(14, 12, 13)",#0e0c0d
917,835,"(14, 12, 13)",#0e0c0d
866,836,"(14, 12, 13)",#0e0c0d
894,837,"(14, 12, 13)",#0e0c0d
51,838,"(14, 12, 13)",#0e0c0d
13,839,"(14, 12, 13)",#0e0c0d
676,840,"(14, 12, 13)",#0e0c0d
643,841,"(14, 12, 13)",#0e0c0d
700,842,"(14, 12, 13)",#0e0c0d
733,843,"(14, 12, 13)",#0e0c0d
585,844,"(14, 12, 13)",#0e0c0d
618,845,"(14, 13, 13)",#0e0d0d
561,846,"(14, 13, 13)",#0e0d0d
528,847,"(14, 13, 13)",#0e0d0d
407,848,"(14, 13, 13)",#0e0d0d
436,849,"(14, 13, 13)",#0e0d0d
587,850,"(14, 13, 13)",#0e0d0d
616,851,"(14, 13, 13)",#0e0d0d
562,852,"(14, 13, 13)",#0e0d0d
527,853,"(15, 13, 14)",#0f0d0e
675,854,"(15, 13, 14)",#0f0d0e
644,855,"(15, 13, 14)",#0f0d0e
699,856,"(15, 13, 14)",#0f0d0e
734,857,"(15, 13, 14)",#0f0d0e
377,858,"(15, 13, 14)",#0f0d0e
342,859,"(15, 13, 14)",#0f0d0e
403,860,"(15, 13, 14)",#0f0d0e
440,861,"(15, 13, 14)",#0f0d0e
503,862,"(15, 13, 14)",#0f0d0e
466,863,"(15, 13, 14)",#0f0d0e
375,864,"(15, 13, 14)",#0f0d0e
344,865,"(15, 13, 14)",#0f0d0e
280,866,"(15, 13, 14)",#0f0d0e
313,867,"(15, 13, 14)",#0f0d0e
674,868,"(15, 13, 14)",#0f0d0e
645,869,"(15, 13, 14)",#0f0d0e
374,870,"(15, 13, 14)",#0f0d0e
345,871,"(15, 14, 14)",#0f0e0e
279,872,"(15, 14, 14)",#0f0e0e
314,873,"(15, 14, 14)",#0f0e0e
404,874,"(15, 14, 14)",#0f0e0e
439,875,"(16, 14, 14)",#100e0e
504,876,"(15, 14, 14)",#0f0e0e
465,877,"(16, 14, 14)",#100e0e
584,878,"(16, 14, 14)",#100e0e
619,879,"(16, 14, 14)",#100e0e
730,880,"(16, 14, 15)",#100e0f
703,881,"(16, 14, 15)",#100e0f
646,882,"(16, 14, 15)",#100e0f
673,883,"(16, 14, 15)",#100e0f
537,884,"(16, 14, 15)",#100e0f
552,885,"(16, 14, 15)",#100e0f
610,886,"(16, 14, 14)",#100e0e
592,887,"(16, 14, 14)",#100e0e
473,888,"(16, 14, 14)",#100e0e
497,889,"(16, 14, 15)",#100e0f
534,890,"(16, 14, 14)",#100e0e
555,891,"(16, 14, 14)",#100e0e
607,892,"(16, 14, 14)",#100e0e
596,893,"(16, 14, 14)",#100e0e
732,894,"(16, 14, 14)",#100e0e
701,895,"(16, 14, 14)",#100e0e
649,896,"(16, 14, 14)",#100e0e
669,897,"(16, 14, 14)",#100e0e
309,898,"(16, 14, 14)",#100e0e
285,899,"(16, 14, 14)",#100e0e
399,900,"(16, 14, 14)",#100e0e
444,901,"(16, 14, 14)",#100e0e
509,902,"(16, 14, 14)",#100e0e
460,903,"(16, 14, 14)",#100e0e
381,904,"(16, 14, 14)",#100e0e
338,905,"(16, 14, 14)",#100e0e
272,906,"(16, 14, 14)",#100e0e
321,907,"(16, 14, 14)",#100e0e
680,908,"(16, 14, 14)",#100e0e
639,909,"(16, 14, 14)",#100e0e
382,910,"(16, 14, 14)",#100e0e
337,911,"(16, 14, 14)",#100e0e
273,912,"(15, 14, 14)",#0f0e0e
320,913,"(15, 14, 14)",#0f0e0e
398,914,"(15, 14, 14)",#0f0e0e
445,915,"(15, 14, 14)",#0f0e0e
508,916,"(15, 14, 14)",#0f0e0e
461,917,"(15, 14, 14)",#0f0e0e
579,918,"(15, 14, 14)",#0f0e0e
624,919,"(15, 14, 14)",#0f0e0e
681,920,"(15, 13, 14)",#0f0d0e
638,921,"(15, 13, 14)",#0f0d0e
694,922,"(15, 13, 14)",#0f0d0e
739,923,"(15, 13, 14)",#0f0d0e
581,924,"(15, 13, 14)",#0f0d0e
622,925,"(15, 13, 14)",#0f0d0e
567,926,"(15, 13, 14)",#0f0d0e
522,927,"(15, 13, 14)",#0f0d0e
400,928,"(15, 13, 14)",#0f0d0e
443,929,"(15, 13, 14)",#0f0d0e
580,930,"(15, 13, 14)",#0f0d0e
623,931,"(15, 13, 14)",#0f0d0e
566,932,"(15, 13, 14)",#0f0d0e
523,933,"(15, 13, 14)",#0f0d0e
682,934,"(15, 13, 14)",#0f0d0e
637,935,"(15, 13, 14)",#0f0d0e
695,936,"(15, 13, 14)",#0f0d0e
738,937,"(15, 13, 14)",#0f0d0e
383,938,"(15, 13, 14)",#0f0d0e
336,939,"(15, 13, 14)",#0f0d0e
955,940,"(15, 13, 14)",#0f0d0e
912,941,"(15, 13, 14)",#0f0d0e
860,942,"(15, 13, 14)",#0f0d0e
899,943,"(15, 13, 14)",#0f0d0e
750,944,"(15, 13, 14)",#0f0d0e
793,945,"(15, 13, 14)",#0f0d0e
845,946,"(15, 13, 14)",#0f0d0e
806,947,"(15, 13, 14)",#0f0d0e
207,948,"(15, 13, 14)",#0f0d0e
256,949,"(15, 13, 14)",#0f0d0e
751,950,"(15, 13, 14)",#0f0d0e
792,951,"(15, 13, 14)",#0f0d0e
846,952,"(15, 13, 13)",#0f0d0d
805,953,"(15, 13, 14)",#0f0d0e
953,954,"(15, 13, 13)",#0f0d0d
914,955,"(15, 13, 13)",#0f0d0d
859,956,"(15, 13, 13)",#0f0d0d
900,957,"(15, 13, 13)",#0f0d0d
58,958,"(14, 13, 13)",#0e0d0d
7,959,"(15, 13, 13)",#0f0d0d
205,960,"(14, 13, 13)",#0e0d0d
