,frame,color,hex
1168,651,"(53, 54, 32)",#353620
1015,652,"(53, 54, 32)",#353620
976,653,"(53, 54, 32)",#353620
734,654,"(58, 58, 33)",#3a3a21
671,655,"(58, 58, 33)",#3a3a21
827,656,"(58, 59, 33)",#3a3b21
878,657,"(58, 58, 33)",#3a3a21
1756,658,"(58, 58, 33)",#3a3a21
1699,659,"(85, 85, 49)",#555531
1264,660,"(64, 65, 38)",#404126
1319,661,"(85, 85, 50)",#555532
1465,662,"(85, 85, 50)",#555532
1404,663,"(89, 75, 65)",#594b41
1748,664,"(90, 77, 67)",#5a4d43
1705,665,"(89, 75, 65)",#594b41
1560,666,"(81, 66, 57)",#514239
1605,667,"(89, 75, 65)",#594b41
724,668,"(89, 75, 65)",#594b41
683,669,"(89, 75, 65)",#594b41
1755,670,"(91, 78, 68)",#5b4e44
1702,671,"(90, 76, 66)",#5a4c42
1561,672,"(90, 76, 67)",#5a4c43
1600,673,"(89, 75, 65)",#594b41
1256,674,"(89, 75, 65)",#594b41
1323,675,"(83, 69, 59)",#53453b
1464,676,"(90, 76, 67)",#5a4c43
1409,677,"(90, 76, 67)",#5a4c43
1114,678,"(49, 46, 45)",#312e2d
1173,679,"(49, 47, 45)",#312f2d
888,680,"(49, 47, 45)",#312f2d
815,681,"(49, 47, 45)",#312f2d
666,682,"(49, 47, 45)",#312f2d
741,683,"(49, 47, 45)",#312f2d
962,684,"(49, 47, 45)",#312f2d
1031,685,"(49, 47, 45)",#312f2d
1178,686,"(49, 47, 45)",#312f2d
1109,687,"(49, 47, 45)",#312f2d
1401,688,"(49, 47, 46)",#312f2e
1470,689,"(49, 47, 46)",#312f2e
963,690,"(49, 47, 46)",#312f2e
1030,691,"(49, 47, 46)",#312f2e
1179,692,"(49, 47, 46)",#312f2e
1108,693,"(49, 47, 46)",#312f2e
886,694,"(49, 47, 46)",#312f2e
817,695,"(49, 47, 46)",#312f2e
665,696,"(49, 47, 46)",#312f2e
742,697,"(51, 48, 47)",#33302f
1620,698,"(51, 48, 47)",#33302f
1543,699,"(51, 48, 47)",#33302f
1241,700,"(51, 48, 47)",#33302f
1339,701,"(51, 48, 47)",#33302f
1479,702,"(51, 48, 47)",#33302f
1393,703,"(51, 48, 47)",#33302f
1772,704,"(51, 48, 47)",#33302f
1684,705,"(51, 48, 47)",#33302f
1541,706,"(51, 48, 47)",#33302f
1621,707,"(51, 49, 47)",#33312f
744,708,"(51, 49, 47)",#33312f
663,709,"(51, 49, 47)",#33312f
1769,710,"(51, 49, 47)",#33312f
1685,711,"(51, 49, 47)",#33312f
1538,712,"(51, 49, 47)",#33312f
1626,713,"(51, 49, 47)",#33312f
1244,714,"(51, 49, 47)",#33312f
1338,715,"(52, 49, 47)",#34312f
1482,716,"(52, 49, 47)",#34312f
1388,717,"(52, 49, 47)",#34312f
1095,718,"(52, 49, 48)",#343130
1192,719,"(52, 49, 48)",#343130
752,720,"(52, 49, 48)",#343130
654,721,"(52, 49, 48)",#343130
810,722,"(148, 138, 132)",#948a84
894,723,"(148, 139, 132)",#948b84
1099,724,"(148, 138, 132)",#948a84
1189,725,"(146, 137, 130)",#928982
1035,726,"(148, 138, 131)",#948a83
957,727,"(147, 138, 131)",#938a83
1250,728,"(148, 139, 132)",#948b84
1331,729,"(148, 139, 133)",#948b85
1103,730,"(148, 139, 133)",#948b85
1183,731,"(148, 139, 133)",#948b85
1038,732,"(149, 140, 135)",#958c87
956,733,"(149, 140, 135)",#958c87
748,734,"(149, 140, 136)",#958c88
660,735,"(149, 140, 136)",#958c88
807,736,"(150, 140, 136)",#968c88
895,737,"(150, 141, 136)",#968d88
1778,738,"(149, 140, 136)",#958c88
1677,739,"(150, 141, 137)",#968d89
285,740,"(150, 141, 138)",#968d8a
181,741,"(150, 141, 138)",#968d8a
25,742,"(150, 142, 139)",#968e8b
129,743,"(151, 142, 139)",#978e8b
347,744,"(151, 142, 140)",#978e8c
441,745,"(151, 142, 140)",#978e8c
599,746,"(151, 143, 141)",#978f8d
501,747,"(152, 144, 142)",#98908e
1978,748,"(152, 144, 143)",#98908f
2067,749,"(152, 144, 144)",#989090
340,750,"(152, 144, 144)",#989090
446,751,"(35, 36, 45)",#23242d
598,752,"(32, 33, 42)",#20212a
504,753,"(31, 33, 42)",#1f212a
291,754,"(31, 33, 42)",#1f212a
177,755,"(31, 33, 42)",#1f212a
26,756,"(31, 33, 42)",#1f212a
126,757,"(31, 33, 42)",#1f212a
2218,758,"(31, 33, 42)",#1f212a
2123,759,"(31, 33, 42)",#1f212a
1975,760,"(31, 33, 42)",#1f212a
2069,761,"(35, 36, 46)",#23242e
1925,762,"(35, 36, 45)",#23242d
1825,763,"(35, 36, 46)",#23242e
2213,764,"(35, 36, 45)",#23242d
2129,765,"(35, 36, 46)",#23242e
2273,766,"(35, 36, 46)",#23242e
2363,767,"(35, 36, 46)",#23242e
282,768,"(35, 36, 45)",#23242d
185,769,"(35, 36, 46)",#23242e
2214,770,"(35, 36, 45)",#23242d
2126,771,"(35, 36, 46)",#23242e
2278,772,"(35, 36, 45)",#23242d
2360,773,"(35, 36, 45)",#23242d
1974,774,"(35, 36, 45)",#23242d
2072,775,"(35, 36, 45)",#23242d
1920,776,"(35, 36, 46)",#23242e
1828,777,"(35, 36, 46)",#23242e
338,778,"(35, 36, 46)",#23242e
449,779,"(35, 36, 46)",#23242e
134,780,"(35, 36, 46)",#23242e
19,781,"(35, 36, 46)",#23242e
172,782,"(35, 36, 46)",#23242e
295,783,"(35, 36, 45)",#23242d
494,784,"(35, 36, 45)",#23242d
607,785,"(76, 65, 67)",#4c4143
452,786,"(76, 65, 67)",#4c4143
335,787,"(76, 65, 67)",#4c4143
1823,788,"(77, 65, 67)",#4d4143
1926,789,"(75, 64, 67)",#4b4043
496,790,"(75, 64, 67)",#4b4043
605,791,"(77, 65, 67)",#4d4143
453,792,"(77, 65, 68)",#4d4144
334,793,"(75, 64, 67)",#4b4043
133,794,"(77, 65, 68)",#4d4144
20,795,"(77, 65, 68)",#4d4144
171,796,"(77, 65, 68)",#4d4144
296,797,"(77, 65, 67)",#4d4143
2374,798,"(77, 65, 68)",#4d4144
2263,799,"(77, 65, 67)",#4d4143
511,800,"(76, 65, 68)",#4c4144
590,801,"(77, 65, 67)",#4d4143
438,802,"(77, 65, 67)",#4d4143
349,803,"(77, 65, 67)",#4d4143
113,804,"(77, 65, 67)",#4d4143
40,805,"(76, 63, 65)",#4c3f41
191,806,"(77, 65, 67)",#4d4143
276,807,"(77, 65, 67)",#4d4143
2355,808,"(77, 65, 66)",#4d4142
2282,809,"(77, 64, 66)",#4d4042
116,810,"(77, 65, 67)",#4d4143
37,811,"(76, 64, 66)",#4c4042
195,812,"(76, 64, 66)",#4c4042
272,813,"(76, 64, 66)",#4c4042
509,814,"(76, 64, 66)",#4c4042
592,815,"(76, 64, 66)",#4c4042
434,816,"(76, 64, 67)",#4c4043
353,817,"(178, 177, 180)",#b2b1b4
1839,818,"(179, 177, 180)",#b3b1b4
1910,819,"(179, 178, 180)",#b3b2b4
2357,820,"(180, 178, 181)",#b4b2b5
2280,821,"(180, 178, 181)",#b4b2b5
2132,822,"(183, 182, 185)",#b7b6b9
2209,823,"(184, 182, 185)",#b8b6b9
1841,824,"(184, 182, 185)",#b8b6b9
1908,825,"(184, 182, 185)",#b8b6b9
2059,826,"(183, 181, 184)",#b7b5b8
1987,827,"(183, 181, 184)",#b7b5b8
513,828,"(180, 177, 180)",#b4b1b4
587,829,"(73, 58, 56)",#493a38
1840,830,"(74, 58, 56)",#4a3a38
1909,831,"(72, 57, 55)",#483937
2057,832,"(73, 57, 54)",#493936
1988,833,"(76, 59, 58)",#4c3b3a
2358,834,"(78, 61, 59)",#4e3d3b
2279,835,"(79, 63, 60)",#4f3f3c
2134,836,"(80, 63, 61)",#503f3d
2208,837,"(80, 63, 61)",#503f3d
119,838,"(81, 63, 61)",#513f3d
33,839,"(81, 63, 61)",#513f3d
1619,840,"(178, 170, 171)",#b2aaab
1544,841,"(83, 64, 61)",#53403d
1689,842,"(84, 64, 61)",#54403d
1766,843,"(178, 170, 171)",#b2aaab
1400,844,"(178, 170, 171)",#b2aaab
1471,845,"(91, 71, 67)",#5b4743
1327,846,"(92, 72, 68)",#5c4844
1254,847,"(179, 169, 170)",#b3a9aa
964,848,"(179, 169, 169)",#b3a9a9
1029,849,"(179, 169, 169)",#b3a9a9
1402,850,"(15, 15, 22)",#0f0f16
1469,851,"(15, 15, 23)",#0f0f17
1328,852,"(18, 18, 26)",#12121a
1253,853,"(20, 21, 31)",#14151f
1618,854,"(20, 20, 29)",#14141d
1545,855,"(18, 18, 27)",#12121b
1688,856,"(18, 18, 28)",#12121c
1767,857,"(16, 16, 26)",#10101a
887,858,"(18, 18, 34)",#121222
816,859,"(18, 17, 34)",#121122
960,860,"(17, 16, 33)",#111021
1033,861,"(17, 16, 33)",#111021
1180,862,"(17, 17, 34)",#111122
1106,863,"(13, 13, 32)",#0d0d20
885,864,"(13, 13, 32)",#0d0d20
818,865,"(13, 13, 32)",#0d0d20
669,866,"(13, 12, 31)",#0d0c1f
738,867,"(12, 12, 31)",#0c0c1f
1615,868,"(12, 12, 30)",#0c0c1e
1547,869,"(13, 12, 30)",#0d0c1e
884,870,"(13, 12, 31)",#0d0c1f
819,871,"(13, 12, 31)",#0d0c1f
667,872,"(13, 12, 31)",#0d0c1f
739,873,"(13, 13, 32)",#0d0d20
961,874,"(14, 13, 32)",#0e0d20
1032,875,"(13, 13, 32)",#0d0d20
1182,876,"(13, 13, 32)",#0d0d20
1105,877,"(14, 13, 32)",#0e0d20
1397,878,"(14, 13, 32)",#0e0d20
1473,879,"(14, 13, 32)",#0e0d20
1758,880,"(14, 13, 32)",#0e0d20
1697,881,"(13, 12, 32)",#0d0c20
1551,882,"(13, 12, 31)",#0d0c1f
1613,883,"(13, 12, 31)",#0d0c1f
1270,884,"(13, 12, 31)",#0d0c1f
1311,885,"(13, 12, 31)",#0d0c1f
1458,886,"(13, 12, 31)",#0d0c1f
1412,887,"(13, 12, 30)",#0d0c1e
1118,888,"(13, 12, 30)",#0d0c1e
1171,889,"(14, 13, 30)",#0e0d1e
1265,890,"(15, 14, 30)",#0f0e1e
1316,891,"(16, 16, 30)",#10101e
1455,892,"(18, 17, 30)",#12111e
1417,893,"(19, 19, 31)",#13131f
1763,894,"(22, 21, 32)",#161520
1692,895,"(24, 24, 34)",#181822
1554,896,"(27, 26, 35)",#1b1a23
1608,897,"(30, 29, 36)",#1e1d24
731,898,"(30, 30, 34)",#1e1e22
678,899,"(33, 33, 35)",#212123
948,900,"(36, 36, 37)",#242425
1045,901,"(40, 40, 39)",#282827
1197,902,"(43, 43, 40)",#2b2b28
1090,903,"(46, 46, 42)",#2e2e2a
900,904,"(48, 48, 42)",#30302a
803,905,"(54, 54, 46)",#36362e
650,906,"(57, 57, 47)",#39392f
757,907,"(63, 62, 51)",#3f3e33
1633,908,"(67, 67, 50)",#434332
1530,909,"(70, 70, 55)",#464637
901,910,"(77, 77, 60)",#4d4d3c
802,911,"(83, 83, 63)",#53533f
653,912,"(85, 86, 64)",#555640
754,913,"(43, 44, 44)",#2b2c2c
946,914,"(43, 44, 44)",#2b2c2c
1047,915,"(43, 44, 44)",#2b2c2c
1194,916,"(44, 44, 45)",#2c2c2d
1093,917,"(44, 44, 45)",#2c2c2d
1384,918,"(44, 44, 45)",#2c2c2d
1487,919,"(44, 44, 45)",#2c2c2d
1634,920,"(44, 44, 45)",#2c2c2d
1529,921,"(44, 44, 45)",#2c2c2d
1673,922,"(44, 44, 45)",#2c2c2d
1782,923,"(44, 45, 45)",#2c2d2d
1387,924,"(45, 45, 46)",#2d2d2e
1484,925,"(45, 46, 46)",#2d2e2e
1343,926,"(45, 46, 46)",#2d2e2e
1238,927,"(46, 46, 47)",#2e2e2f
950,928,"(46, 46, 47)",#2e2e2f
1043,929,"(46, 47, 47)",#2e2f2f
1386,930,"(46, 47, 47)",#2e2f2f
1485,931,"(46, 47, 47)",#2e2f2f
1342,932,"(56, 66, 58)",#38423a
1239,933,"(56, 66, 57)",#384239
1635,934,"(56, 66, 57)",#384239
1528,935,"(56, 65, 57)",#384139
1674,936,"(56, 65, 57)",#384139
1781,937,"(56, 65, 57)",#384139
903,938,"(56, 65, 57)",#384139
800,939,"(56, 65, 57)",#384139
2375,940,"(55, 65, 57)",#374139
2262,941,"(55, 65, 57)",#374139
2116,942,"(55, 65, 57)",#374139
2225,943,"(55, 65, 57)",#374139
1821,944,"(55, 65, 57)",#374139
1928,945,"(55, 64, 57)",#374039
2075,946,"(55, 64, 57)",#374039
1970,947,"(119, 89, 80)",#775950
495,948,"(119, 89, 80)",#775950
606,949,"(119, 88, 80)",#775850
1822,950,"(119, 88, 79)",#77584f
1927,951,"(119, 88, 79)",#77584f
2076,952,"(119, 88, 79)",#77584f
1969,953,"(119, 88, 79)",#77584f
2373,954,"(119, 88, 79)",#77584f
2264,955,"(118, 88, 79)",#76584f
2115,956,"(119, 88, 79)",#77584f
2226,957,"(119, 88, 79)",#77584f
135,958,"(118, 88, 79)",#76584f
18,959,"(118, 88, 79)",#76584f
492,960,"(118, 88, 79)",#76584f
609,961,"(118, 88, 79)",#76584f
455,962,"(118, 89, 79)",#76594f
333,963,"(118, 89, 79)",#76594f
132,964,"(117, 89, 80)",#755950
21,965,"(15, 13, 13)",#0f0d0d
175,966,"(15, 13, 13)",#0f0d0d
292,967,"(109, 85, 77)",#6d554d
2371,968,"(109, 85, 77)",#6d554d
2267,969,"(16, 13, 14)",#100d0e
131,970,"(16, 13, 14)",#100d0e
22,971,"(16, 13, 14)",#100d0e
174,972,"(16, 13, 14)",#100d0e
294,973,"(16, 13, 14)",#100d0e
493,974,"(16, 13, 14)",#100d0e
608,975,"(110, 83, 80)",#6e5350
456,976,"(16, 13, 14)",#100d0e
331,977,"(16, 13, 14)",#100d0e
1819,978,"(16, 13, 14)",#100d0e
1931,979,"(16, 13, 14)",#100d0e
2217,980,"(59, 43, 44)",#3b2b2c
2124,981,"(59, 43, 44)",#3b2b2c
2269,982,"(59, 43, 44)",#3b2b2c
2367,983,"(59, 43, 44)",#3b2b2c
1983,984,"(59, 43, 44)",#3b2b2c
2062,985,"(59, 43, 44)",#3b2b2c
1918,986,"(190, 168, 153)",#bea899
1831,987,"(190, 168, 153)",#bea899
342,988,"(190, 168, 153)",#bea899
444,989,"(190, 168, 153)",#bea899
1979,990,"(190, 168, 153)",#bea899
2066,991,"(190, 168, 153)",#bea899
1916,992,"(190, 168, 153)",#bea899
1832,993,"(190, 168, 153)",#bea899
2221,994,"(190, 168, 153)",#bea899
2120,995,"(190, 168, 153)",#bea899
2271,996,"(190, 168, 153)",#bea899
2366,997,"(190, 168, 153)",#bea899
284,998,"(190, 168, 153)",#bea899
182,999,"(190, 168, 153)",#bea899
222,1000,"(190, 168, 153)",#bea899
247,1001,"(190, 168, 153)",#bea899
84,1002,"(190, 168, 153)",#bea899
67,1003,"(190, 168, 153)",#bea899
399,1004,"(190, 168, 153)",#bea899
386,1005,"(190, 168, 153)",#bea899
549,1006,"(190, 168, 153)",#bea899
555,1007,"(188, 166, 151)",#bca697
2023,1008,"(188, 166, 152)",#bca698
2021,1009,"(188, 166, 152)",#bca698
396,1010,"(4, 4, 9)",#040409
393,1011,"(5, 5, 13)",#05050d
543,1012,"(5, 5, 16)",#050510
556,1013,"(6, 7, 19)",#060713
225,1014,"(6, 8, 21)",#060815
240,1015,"(7, 8, 21)",#070815
90,1016,"(7, 9, 22)",#070916
66,1017,"(7, 9, 22)",#070916
2159,1018,"(7, 8, 21)",#070815
2181,1019,"(8, 10, 23)",#080a17
2033,1020,"(9, 11, 24)",#090b18
2014,1021,"(13, 16, 30)",#0d101e
1868,1022,"(14, 16, 31)",#0e101f
1879,1023,"(23, 26, 41)",#171a29
2164,1024,"(29, 34, 48)",#1d2230
2175,1025,"(35, 39, 53)",#232735
2323,1026,"(36, 40, 54)",#242836
2318,1027,"(32, 36, 50)",#202432
231,1028,"(32, 37, 51)",#202533
234,1029,"(37, 42, 55)",#252a37
2169,1030,"(26, 31, 48)",#1a1f30
2174,1031,"(34, 38, 50)",#222632
2326,1032,"(30, 34, 44)",#1e222c
2309,1033,"(42, 46, 53)",#2a2e35
2028,1034,"(116, 121, 119)",#747977
2015,1035,"(124, 129, 125)",#7c817d
1865,1036,"(120, 125, 121)",#787d79
1888,1037,"(120, 124, 120)",#787c78
405,1038,"(115, 120, 116)",#737874
380,1039,"(49, 52, 56)",#313438
1298,1040,"(6, 7, 7)",#060707
1285,1041,"(5, 6, 6)",#050606
1423,1042,"(5, 6, 6)",#050606
1446,1043,"(5, 6, 6)",#050606
1724,1044,"(6, 7, 7)",#060707
1729,1045,"(6, 7, 7)",#060707
1590,1046,"(6, 7, 7)",#060707
1576,1047,"(6, 7, 7)",#060707
700,1048,"(6, 6, 6)",#060606
706,1049,"(6, 6, 6)",#060606
1723,1050,"(6, 6, 6)",#060606
1734,1051,"(5, 5, 6)",#050506
1582,1052,"(6, 7, 7)",#060707
1579,1053,"(6, 7, 7)",#060707
1299,1054,"(6, 7, 7)",#060707
1280,1055,"(6, 7, 7)",#060707
1431,1056,"(6, 7, 7)",#060707
1443,1057,"(6, 6, 6)",#060606
1152,1058,"(6, 6, 6)",#060606
1134,1059,"(6, 6, 6)",#060606
699,1060,"(6, 6, 7)",#060607
710,1061,"(8, 9, 8)",#080908
861,1062,"(7, 7, 7)",#070707
840,1063,"(7, 7, 7)",#070707
1144,1064,"(6, 6, 7)",#060607
1141,1065,"(6, 6, 6)",#060606
992,1066,"(6, 6, 6)",#060606
1004,1067,"(5, 5, 6)",#050506
1293,1068,"(5, 5, 5)",#050505
1287,1069,"(36, 34, 35)",#242223
1151,1070,"(36, 34, 35)",#242223
1138,1071,"(36, 34, 35)",#242223
993,1072,"(36, 34, 35)",#242223
998,1073,"(37, 34, 35)",#252223
692,1074,"(36, 34, 35)",#242223
713,1075,"(36, 33, 35)",#242123
860,1076,"(36, 33, 35)",#242123
846,1077,"(36, 33, 34)",#242122
1718,1078,"(36, 33, 34)",#242122
1736,1079,"(36, 33, 34)",#242122
1452,1080,"(42, 40, 41)",#2a2829
1419,1081,"(42, 40, 40)",#2a2828
1275,1082,"(35, 33, 34)",#232122
1306,1083,"(38, 35, 36)",#262324
1567,1084,"(38, 34, 35)",#262223
1596,1085,"(38, 34, 35)",#262223
1740,1086,"(38, 34, 35)",#262223
1714,1087,"(38, 34, 35)",#262223
838,1088,"(38, 35, 36)",#262324
866,1089,"(38, 34, 35)",#262223
1568,1090,"(38, 35, 35)",#262323
1595,1091,"(38, 35, 36)",#262324
1742,1092,"(46, 43, 44)",#2e2b2c
1713,1093,"(42, 39, 40)",#2a2728
1451,1094,"(38, 35, 36)",#262324
1420,1095,"(38, 35, 37)",#262325
1273,1096,"(38, 35, 37)",#262325
1307,1097,"(38, 35, 36)",#262324
1014,1098,"(35, 32, 33)",#232021
980,1099,"(35, 32, 33)",#232021
637,1100,"(35, 31, 33)",#231f21
768,1101,"(56, 63, 60)",#383f3c
912,1102,"(60, 61, 57)",#3c3d39
793,1103,"(50, 50, 46)",#32322e
1204,1104,"(40, 40, 35)",#282823
1085,1105,"(36, 36, 32)",#242420
941,1106,"(31, 33, 30)",#1f211e
1049,1107,"(23, 23, 21)",#171715
1347,1108,"(23, 25, 22)",#171916
1235,1109,"(15, 18, 16)",#0f1210
1199,1110,"(11, 15, 13)",#0b0f0d
1086,1111,"(7, 9, 9)",#070909
938,1112,"(4, 7, 8)",#040708
1057,1113,"(4, 5, 5)",#040505
642,1114,"(4, 6, 8)",#040608
767,1115,"(58, 56, 50)",#3a3832
915,1116,"(60, 58, 51)",#3c3a33
785,1117,"(61, 59, 52)",#3d3b34
1662,1118,"(63, 60, 53)",#3f3c35
1794,1119,"(89, 83, 74)",#59534a
1355,1120,"(70, 64, 56)",#464038
1224,1121,"(89, 83, 74)",#59534a
1376,1122,"(90, 83, 74)",#5a534a
1497,1123,"(89, 82, 72)",#595248
1667,1124,"(71, 65, 56)",#474138
1790,1125,"(71, 65, 56)",#474138
1637,1126,"(90, 82, 71)",#5a5247
1522,1127,"(69, 63, 55)",#453f37
649,1128,"(72, 65, 57)",#484139
760,1129,"(92, 82, 71)",#5c5247
1670,1130,"(68, 62, 54)",#443e36
1783,1131,"(71, 65, 56)",#474138
1644,1132,"(71, 65, 56)",#474138
1521,1133,"(71, 65, 56)",#474138
1352,1134,"(55, 46, 52)",#372e34
1231,1135,"(55, 46, 52)",#372e34
1369,1136,"(55, 46, 52)",#372e34
1498,1137,"(54, 45, 52)",#362d34
1211,1138,"(54, 45, 52)",#362d34
1078,1139,"(54, 45, 52)",#362d34
2083,1140,"(54, 45, 52)",#362d34
1960,1141,"(55, 45, 52)",#372d34
1808,1142,"(54, 45, 52)",#362d34
1943,1143,"(54, 45, 52)",#362d34
2114,1144,"(54, 45, 52)",#362d34
2229,1145,"(55, 45, 52)",#372d34
2380,1146,"(58, 49, 54)",#3a3136
2254,1147,"(58, 49, 55)",#3a3137
168,1148,"(58, 49, 55)",#3a3137
300,1149,"(55, 46, 52)",#372e34
2107,1150,"(55, 46, 52)",#372e34
2232,1151,"(55, 46, 52)",#372e34
2379,1152,"(55, 46, 51)",#372e33
2260,1153,"(4, 4, 4)",#040404
2090,1154,"(4, 4, 4)",#040404
1957,1155,"(4, 4, 4)",#040404
1809,1156,"(4, 4, 4)",#040404
1937,1157,"(4, 4, 4)",#040404
466,1158,"(4, 4, 4)",#040404
322,1159,"(4, 4, 4)",#040404
163,1160,"(4, 4, 4)",#040404
302,1161,"(5, 5, 5)",#050505
148,1162,"(5, 5, 5)",#050505
7,1163,"(6, 6, 6)",#060606
460,1164,"(7, 6, 7)",#070607
329,1165,"(7, 7, 7)",#070707
483,1166,"(7, 7, 7)",#070707
615,1167,"(8, 8, 8)",#080808
2082,1168,"(9, 8, 9)",#090809
1964,1169,"(9, 9, 9)",#090909
461,1170,"(9, 9, 10)",#09090a
324,1171,"(10, 9, 10)",#0a090a
491,1172,"(9, 9, 10)",#09090a
612,1173,"(9, 9, 10)",#09090a
162,1174,"(9, 9, 10)",#09090a
307,1175,"(9, 9, 10)",#09090a
140,1176,"(9, 9, 10)",#09090a
10,1177,"(10, 9, 11)",#0a090b
2106,1178,"(10, 9, 11)",#0a090b
2236,1179,"(9, 9, 10)",#09090a
1948,1180,"(9, 9, 10)",#09090a
1801,1181,"(9, 9, 10)",#09090a
1951,1182,"(9, 9, 10)",#09090a
2094,1183,"(9, 9, 10)",#09090a
2247,1184,"(9, 9, 10)",#09090a
2390,1185,"(9, 9, 10)",#09090a
2240,1186,"(9, 9, 10)",#09090a
2102,1187,"(9, 9, 10)",#09090a
3,1188,"(9, 9, 11)",#09090b
149,1189,"(9, 9, 10)",#09090a
2248,1190,"(10, 9, 11)",#0a090b
2389,1191,"(10, 9, 11)",#0a090b
2241,1192,"(10, 9, 11)",#0a090b
2100,1193,"(10, 9, 11)",#0a090b
1947,1194,"(9, 9, 11)",#09090b
1802,1195,"(10, 9, 11)",#0a090b
1950,1196,"(10, 10, 11)",#0a0a0b
2096,1197,"(10, 10, 11)",#0a0a0b
626,1198,"(10, 10, 11)",#0a0a0b
474,1199,"(10, 10, 12)",#0a0a0c
107,1200,"(10, 10, 12)",#0a0a0c
48,1201,"(10, 10, 12)",#0a0a0c
196,1202,"(10, 10, 12)",#0a0a0c
269,1203,"(11, 10, 12)",#0b0a0c
526,1204,"(11, 10, 12)",#0b0a0c
573,1205,"(11, 10, 12)",#0b0a0c
425,1206,"(11, 10, 12)",#0b0a0c
366,1207,"(173, 174, 182)",#adaeb6
1850,1208,"(173, 174, 182)",#adaeb6
1897,1209,"(173, 174, 182)",#adaeb6
525,1210,"(173, 174, 182)",#adaeb6
578,1211,"(173, 174, 182)",#adaeb6
416,1212,"(173, 174, 182)",#adaeb6
369,1213,"(173, 174, 182)",#adaeb6
108,1214,"(173, 174, 182)",#adaeb6
43,1215,"(173, 174, 182)",#adaeb6
205,1216,"(173, 174, 182)",#adaeb6
266,1217,"(173, 174, 182)",#adaeb6
2346,1218,"(173, 174, 182)",#adaeb6
2289,1219,"(173, 174, 182)",#adaeb6
1849,1220,"(173, 175, 182)",#adafb6
1902,1221,"(173, 175, 182)",#adafb6
2053,1222,"(175, 176, 183)",#afb0b7
1990,1223,"(174, 175, 182)",#aeafb6
2338,1224,"(174, 175, 182)",#aeafb6
2297,1225,"(174, 175, 182)",#aeafb6
2148,1226,"(175, 176, 184)",#afb0b8
2197,1227,"(175, 176, 184)",#afb0b8
101,1228,"(175, 176, 184)",#afb0b8
50,1229,"(175, 176, 184)",#afb0b8
2345,1230,"(175, 176, 184)",#afb0b8
2294,1231,"(175, 176, 184)",#afb0b8
2149,1232,"(175, 176, 184)",#afb0b8
2190,1233,"(175, 176, 184)",#afb0b8
1842,1234,"(41, 21, 22)",#291516
1905,1235,"(42, 21, 23)",#2a1517
2052,1236,"(42, 21, 23)",#2a1517
1997,1237,"(42, 21, 23)",#2a1517
519,1238,"(42, 21, 23)",#2a1517
580,1239,"(42, 21, 23)",#2a1517
1405,1240,"(42, 22, 23)",#2a1617
1468,1241,"(42, 22, 23)",#2a1617
1318,1242,"(42, 22, 23)",#2a1617
1261,1243,"(42, 22, 23)",#2a1617
1604,1244,"(42, 22, 23)",#2a1617
1557,1245,"(41, 21, 22)",#291516
1708,1246,"(42, 22, 23)",#2a1617
1751,1247,"(42, 22, 23)",#2a1617
870,1248,"(42, 22, 24)",#2a1618
831,1249,"(42, 22, 23)",#2a1617
1601,1250,"(42, 22, 23)",#2a1617
1564,1251,"(42, 22, 24)",#2a1618
1701,1252,"(42, 22, 23)",#2a1617
1752,1253,"(41, 21, 23)",#291517
1408,1254,"(42, 22, 24)",#2a1618
1461,1255,"(42, 22, 23)",#2a1617
1325,1256,"(42, 22, 24)",#2a1618
1260,1257,"(42, 22, 24)",#2a1618
965,1258,"(42, 22, 24)",#2a1618
1026,1259,"(42, 22, 24)",#2a1618
882,1260,"(42, 22, 24)",#2a1618
823,1261,"(42, 22, 24)",#2a1618
677,1262,"(42, 22, 24)",#2a1618
727,1263,"(42, 22, 23)",#2a1617
972,1264,"(42, 22, 24)",#2a1618
1019,1265,"(42, 22, 24)",#2a1618
1164,1266,"(42, 22, 24)",#2a1618
1126,1267,"(42, 22, 24)",#2a1618
1416,1268,"(42, 22, 24)",#2a1618
1453,1269,"(42, 22, 24)",#2a1618
977,1270,"(42, 22, 24)",#2a1618
1018,1271,"(42, 22, 24)",#2a1618
1167,1272,"(42, 22, 24)",#2a1618
1116,1273,"(42, 22, 24)",#2a1618
877,1274,"(42, 22, 24)",#2a1618
824,1275,"(42, 22, 24)",#2a1618
674,1276,"(42, 22, 23)",#2a1617
737,1277,"(41, 21, 23)",#291517
1610,1278,"(42, 21, 23)",#2a1517
1549,1279,"(42, 21, 23)",#2a1517
1252,1280,"(42, 21, 23)",#2a1517
1329,1281,"(42, 21, 23)",#2a1517
1474,1282,"(35, 21, 33)",#231521
1398,1283,"(35, 21, 33)",#231521
1764,1284,"(35, 21, 33)",#231521
1691,1285,"(34, 21, 33)",#221521
1546,1286,"(34, 21, 33)",#221521
1617,1287,"(34, 21, 34)",#221522
740,1288,"(34, 21, 34)",#221522
668,1289,"(34, 21, 34)",#221522
1765,1290,"(34, 21, 34)",#221522
1690,1291,"(34, 21, 34)",#221522
1548,1292,"(34, 21, 34)",#221522
1616,1293,"(34, 21, 34)",#221522
1251,1294,"(34, 21, 34)",#221522
1330,1295,"(34, 21, 34)",#221522
1472,1296,"(34, 21, 34)",#221522
1399,1297,"(34, 21, 34)",#221522
