,frame,color,hex
1741,1938,"(56, 35, 29)",#38231d
1715,1939,"(56, 35, 30)",#38231e
251,1940,"(55, 35, 30)",#37231e
216,1941,"(55, 35, 30)",#37231e
61,1942,"(54, 35, 30)",#36231e
92,1943,"(52, 34, 30)",#34221e
373,1944,"(52, 34, 31)",#34221f
414,1945,"(52, 34, 31)",#34221f
568,1946,"(52, 34, 31)",#34221f
533,1947,"(51, 34, 31)",#33221f
2006,1948,"(51, 34, 31)",#33221f
2039,1949,"(51, 34, 31)",#33221f
374,1950,"(51, 34, 31)",#33221f
413,1951,"(12, 12, 18)",#0c0c12
571,1952,"(11, 11, 17)",#0b0b11
530,1953,"(12, 12, 18)",#0c0c12
249,1954,"(12, 12, 18)",#0c0c12
218,1955,"(12, 12, 19)",#0c0c13
58,1956,"(12, 12, 18)",#0c0c12
95,1957,"(11, 11, 17)",#0b0b11
2185,1958,"(9, 9, 15)",#09090f
2156,1959,"(16, 17, 26)",#10111a
2009,1960,"(12, 13, 23)",#0c0d17
2036,1961,"(13, 14, 24)",#0d0e18
1890,1962,"(13, 14, 23)",#0d0e17
1860,1963,"(13, 14, 24)",#0d0e18
2188,1964,"(11, 13, 23)",#0b0d17
2153,1965,"(11, 13, 23)",#0b0d17
2302,1966,"(12, 13, 24)",#0c0d18
2335,1967,"(12, 13, 23)",#0c0d17
254,1968,"(12, 13, 24)",#0c0d18
214,1969,"(11, 13, 23)",#0b0d17
2187,1970,"(11, 13, 23)",#0b0d17
2154,1971,"(11, 12, 22)",#0b0c16
2301,1972,"(11, 12, 22)",#0b0c16
2337,1973,"(11, 12, 23)",#0b0c17
2010,1974,"(11, 13, 23)",#0b0d17
2035,1975,"(11, 13, 23)",#0b0d17
1891,1976,"(11, 13, 23)",#0b0d17
1858,1977,"(11, 13, 23)",#0b0d17
378,1978,"(11, 13, 23)",#0b0d17
410,1979,"(11, 13, 23)",#0b0d17
78,1980,"(11, 13, 23)",#0b0d17
75,1981,"(11, 13, 23)",#0b0d17
228,1982,"(11, 13, 23)",#0b0d17
238,1983,"(11, 13, 23)",#0b0d17
540,1984,"(11, 13, 23)",#0b0d17
561,1985,"(11, 13, 23)",#0b0d17
407,1986,"(11, 13, 23)",#0b0d17
381,1987,"(11, 13, 23)",#0b0d17
1864,1988,"(11, 13, 23)",#0b0d17
1883,1989,"(11, 13, 24)",#0b0d18
538,1990,"(12, 13, 24)",#0c0d18
563,1991,"(12, 13, 24)",#0c0d18
402,1992,"(11, 13, 23)",#0b0d17
384,1993,"(11, 13, 23)",#0b0d17
80,1994,"(11, 13, 23)",#0b0d17
73,1995,"(11, 13, 23)",#0b0d17
233,1996,"(11, 13, 23)",#0b0d17
235,1997,"(11, 13, 23)",#0b0d17
2320,1998,"(11, 13, 23)",#0b0d17
2315,1999,"(11, 12, 23)",#0b0c17
1761,2000,"(11, 12, 22)",#0b0c16
1694,2001,"(11, 12, 23)",#0b0c17
1555,2002,"(11, 12, 22)",#0b0c16
1607,2003,"(11, 12, 22)",#0b0c16
1267,2004,"(11, 12, 22)",#0b0c16
1314,2005,"(11, 12, 22)",#0b0c16
1454,2006,"(11, 12, 22)",#0b0c16
1418,2007,"(11, 12, 23)",#0b0c17
1122,2008,"(11, 13, 23)",#0b0d17
1163,2009,"(11, 13, 23)",#0b0d17
1268,2010,"(11, 13, 23)",#0b0d17
1313,2011,"(11, 13, 23)",#0b0d17
1459,2012,"(11, 13, 23)",#0b0d17
1411,2013,"(11, 13, 23)",#0b0d17
1760,2014,"(11, 13, 23)",#0b0d17
1695,2015,"(11, 13, 23)",#0b0d17
1550,2016,"(11, 13, 23)",#0b0d17
1614,2017,"(11, 13, 23)",#0b0d17
732,2018,"(12, 13, 23)",#0c0d17
673,2019,"(12, 13, 23)",#0c0d17
1110,2020,"(11, 13, 23)",#0b0d17
1177,2021,"(11, 13, 22)",#0b0d16
1024,2022,"(7, 8, 15)",#07080f
968,2023,"(4, 4, 4)",#040404
726,2024,"(4, 4, 4)",#040404
681,2025,"(4, 4, 4)",#040404
832,2026,"(4, 4, 4)",#040404
872,2027,"(4, 4, 5)",#040405
1746,2028,"(4, 4, 4)",#040404
1707,2029,"(4, 4, 4)",#040404
721,2030,"(4, 4, 4)",#040404
686,2031,"(4, 4, 4)",#040404
829,2032,"(4, 4, 4)",#040404
873,2033,"(4, 4, 4)",#040404
1115,2034,"(4, 4, 4)",#040404
1172,2035,"(4, 4, 4)",#040404
1027,2036,"(4, 4, 4)",#040404
967,2037,"(4, 4, 4)",#040404
1255,2038,"(6, 4, 4)",#060404
1324,2039,"(10, 7, 6)",#0a0706
361,2040,"(15, 11, 10)",#0f0b0a
426,2041,"(16, 11, 10)",#100b0a
583,2042,"(21, 14, 13)",#150e0d
517,2043,"(23, 16, 14)",#17100e
256,2044,"(31, 22, 20)",#1f1614
211,2045,"(31, 22, 20)",#1f1614
52,2046,"(45, 32, 29)",#2d201d
102,2047,"(53, 38, 34)",#352622
2196,2048,"(59, 43, 38)",#3b2b26
2143,2049,"(45, 33, 29)",#2d211d
261,2050,"(65, 47, 42)",#412f2a
206,2051,"(73, 53, 48)",#493530
53,2052,"(59, 44, 39)",#3b2c27
99,2053,"(59, 44, 39)",#3b2c27
356,2054,"(85, 62, 55)",#553e37
431,2055,"(93, 68, 61)",#5d443d
582,2056,"(99, 73, 65)",#634941
520,2057,"(99, 73, 65)",#634941
1996,2058,"(105, 77, 69)",#694d45
2047,2059,"(111, 82, 74)",#6f524a
2201,2060,"(117, 86, 76)",#75564c
2140,2061,"(117, 86, 76)",#75564c
2286,2062,"(117, 86, 76)",#75564c
2350,2063,"(117, 86, 76)",#75564c
2002,2064,"(117, 86, 76)",#75564c
2043,2065,"(117, 86, 76)",#75564c
1899,2066,"(117, 86, 76)",#75564c
1851,2067,"(117, 86, 76)",#75564c
365,2068,"(117, 86, 76)",#75564c
420,2069,"(117, 86, 76)",#75564c
2001,2070,"(117, 85, 76)",#75554c
2044,2071,"(117, 85, 76)",#75554c
1894,2072,"(117, 85, 76)",#75554c
1854,2073,"(117, 85, 76)",#75554c
2202,2074,"(117, 85, 76)",#75554c
2139,2075,"(117, 85, 76)",#75554c
2291,2076,"(117, 85, 76)",#75554c
2347,2077,"(117, 85, 76)",#75554c
265,2078,"(117, 85, 76)",#75554c
200,2079,"(117, 85, 76)",#75554c
506,2080,"(117, 85, 76)",#75554c
595,2081,"(117, 86, 76)",#75564c
436,2082,"(117, 85, 76)",#75554c
351,2083,"(117, 85, 76)",#75554c
118,2084,"(117, 85, 76)",#75554c
35,2085,"(117, 85, 76)",#75554c
193,2086,"(117, 85, 76)",#75554c
274,2087,"(117, 85, 76)",#75554c
2352,2088,"(8, 9, 17)",#080911
2285,2089,"(9, 10, 18)",#090a12
112,2090,"(10, 10, 19)",#0a0a13
41,2091,"(9, 10, 19)",#090a13
192,2092,"(10, 10, 20)",#0a0a14
275,2093,"(10, 10, 19)",#0a0a13
512,2094,"(9, 10, 18)",#090a12
589,2095,"(9, 10, 18)",#090a12
437,2096,"(10, 10, 19)",#0a0a13
350,2097,"(10, 10, 19)",#0a0a13
1835,2098,"(9, 10, 19)",#090a13
1914,2099,"(9, 10, 19)",#090a13
2220,2100,"(9, 10, 18)",#090a12
2121,2101,"(9, 10, 18)",#090a12
2272,2102,"(9, 10, 18)",#090a12
2365,2103,"(9, 10, 18)",#090a12
1980,2104,"(9, 10, 19)",#090a13
2065,2105,"(9, 10, 19)",#090a13
1915,2106,"(9, 10, 18)",#090a12
1833,2107,"(9, 10, 18)",#090a12
345,2108,"(9, 10, 18)",#090a12
443,2109,"(9, 10, 18)",#090a12
1981,2110,"(9, 10, 18)",#090a12
2064,2111,"(9, 10, 18)",#090a12
1919,2112,"(8, 9, 17)",#080911
1830,2113,"(8, 9, 17)",#080911
2219,2114,"(8, 9, 17)",#080911
2122,2115,"(8, 9, 17)",#080911
2268,2116,"(8, 9, 17)",#080911
2368,2117,"(8, 9, 17)",#080911
289,2118,"(8, 9, 17)",#080911
179,2119,"(8, 9, 17)",#080911
336,2120,"(8, 9, 17)",#080911
451,2121,"(8, 9, 17)",#080911
602,2122,"(8, 9, 17)",#080911
499,2123,"(8, 9, 17)",#080911
283,2124,"(8, 9, 17)",#080911
184,2125,"(8, 9, 17)",#080911
30,2126,"(8, 9, 17)",#080911
122,2127,"(8, 9, 17)",#080911
2211,2128,"(8, 9, 17)",#080911
2131,2129,"(8, 9, 17)",#080911
280,2130,"(8, 9, 17)",#080911
187,2131,"(8, 9, 16)",#080910
29,2132,"(8, 9, 16)",#080910
124,2133,"(8, 9, 16)",#080910
339,2134,"(8, 8, 16)",#080810
448,2135,"(8, 8, 16)",#080810
603,2136,"(7, 8, 16)",#070810
497,2137,"(8, 8, 16)",#080810
1972,2138,"(8, 8, 16)",#080810
2074,2139,"(7, 8, 16)",#070810
1097,2140,"(7, 8, 16)",#070810
1190,2141,"(7, 8, 16)",#070810
1042,2142,"(7, 8, 16)",#070810
951,2143,"(8, 8, 16)",#080810
743,2144,"(8, 8, 16)",#080810
664,2145,"(8, 8, 16)",#080810
812,2146,"(7, 8, 16)",#070810
890,2147,"(7, 8, 16)",#070810
1774,2148,"(7, 8, 16)",#070810
1682,2149,"(7, 8, 16)",#070810
746,2150,"(7, 8, 16)",#070810
661,2151,"(8, 8, 16)",#080810
814,2152,"(8, 9, 18)",#080912
889,2153,"(8, 9, 18)",#080912
1094,2154,"(8, 9, 18)",#080912
1193,2155,"(8, 9, 18)",#080912
1040,2156,"(7, 8, 16)",#070810
952,2157,"(220, 218, 220)",#dcdadc
1246,2158,"(220, 218, 220)",#dcdadc
1336,2159,"(221, 218, 220)",#dddadc
1776,2160,"(221, 219, 220)",#dddbdc
1679,2161,"(221, 219, 220)",#dddbdc
1534,2162,"(221, 219, 220)",#dddbdc
1629,2163,"(221, 219, 220)",#dddbdc
1249,2164,"(221, 219, 220)",#dddbdc
1332,2165,"(221, 219, 220)",#dddbdc
1476,2166,"(222, 219, 220)",#dedbdc
1394,2167,"(222, 219, 220)",#dedbdc
1101,2168,"(222, 218, 220)",#dedadc
1187,2169,"(222, 218, 220)",#dedadc
1248,2170,"(222, 218, 220)",#dedadc
1333,2171,"(222, 218, 220)",#dedadc
1475,2172,"(222, 218, 220)",#dedadc
1396,2173,"(222, 218, 220)",#dedadc
1777,2174,"(222, 218, 220)",#dedadc
1678,2175,"(222, 218, 220)",#dedadc
1535,2176,"(222, 218, 220)",#dedadc
1627,2177,"(222, 218, 220)",#dedadc
750,2178,"(222, 218, 220)",#dedadc
658,2179,"(222, 218, 220)",#dedadc
945,2180,"(222, 218, 220)",#dedadc
1048,2181,"(222, 218, 220)",#dedadc
1195,2182,"(222, 218, 220)",#dedadc
1092,2183,"(222, 218, 220)",#dedadc
902,2184,"(222, 218, 220)",#dedadc
801,2185,"(222, 218, 219)",#dedadb
652,2186,"(222, 218, 219)",#dedadb
755,2187,"(222, 218, 219)",#dedadb
1630,2188,"(222, 218, 219)",#dedadb
1533,2189,"(222, 218, 219)",#dedadb
898,2190,"(222, 218, 219)",#dedadb
805,2191,"(222, 218, 219)",#dedadb
651,2192,"(222, 218, 219)",#dedadb
756,2193,"(222, 218, 219)",#dedadb
949,2194,"(222, 218, 219)",#dedadb
1044,2195,"(222, 218, 219)",#dedadb
1196,2196,"(222, 218, 219)",#dedadb
1091,2197,"(222, 218, 219)",#dedadb
1382,2198,"(222, 218, 219)",#dedadb
1489,2199,"(222, 218, 219)",#dedadb
1571,2200,"(222, 218, 219)",#dedadb
1592,2201,"(222, 218, 219)",#dedadb
1738,2202,"(222, 218, 219)",#dedadb
1716,2203,"(222, 218, 219)",#dedadb
1437,2204,"(222, 218, 219)",#dedadb
1434,2205,"(222, 218, 219)",#dedadb
1288,2206,"(222, 218, 219)",#dedadb
1294,2207,"(222, 218, 219)",#dedadb
1001,2208,"(222, 218, 219)",#dedadb
990,2209,"(222, 218, 219)",#dedadb
1438,2210,"(222, 218, 219)",#dedadb
1433,2211,"(222, 218, 219)",#dedadb
1289,2212,"(222, 218, 219)",#dedadb
1291,2213,"(222, 218, 219)",#dedadb
1570,2214,"(222, 218, 219)",#dedadb
1593,2215,"(222, 218, 219)",#dedadb
1737,2216,"(222, 218, 219)",#dedadb
1719,2217,"(222, 217, 219)",#ded9db
843,2218,"(222, 217, 219)",#ded9db
858,2219,"(222, 217, 219)",#ded9db
1006,2220,"(222, 217, 219)",#ded9db
987,2221,"(222, 217, 219)",#ded9db
1132,2222,"(222, 217, 219)",#ded9db
1154,2223,"(221, 217, 218)",#ddd9da
851,2224,"(221, 217, 218)",#ddd9da
852,2225,"(221, 217, 218)",#ddd9da
707,2226,"(221, 217, 218)",#ddd9da
701,2227,"(221, 217, 218)",#ddd9da
1573,2228,"(221, 217, 218)",#ddd9da
1588,2229,"(221, 217, 218)",#ddd9da
848,2230,"(221, 217, 218)",#ddd9da
855,2231,"(221, 217, 218)",#ddd9da
704,2232,"(221, 217, 218)",#ddd9da
702,2233,"(221, 217, 218)",#ddd9da
1009,2234,"(221, 217, 218)",#ddd9da
984,2235,"(221, 217, 218)",#ddd9da
1135,2236,"(221, 217, 218)",#ddd9da
1153,2237,"(221, 217, 218)",#ddd9da
1440,2238,"(221, 217, 218)",#ddd9da
1429,2239,"(221, 217, 218)",#ddd9da
565,2240,"(221, 217, 218)",#ddd9da
536,2241,"(221, 217, 218)",#ddd9da
383,2242,"(221, 217, 218)",#ddd9da
403,2243,"(221, 217, 218)",#ddd9da
71,2244,"(221, 217, 218)",#ddd9da
82,2245,"(221, 217, 218)",#ddd9da
236,2246,"(222, 217, 218)",#ded9da
232,2247,"(222, 217, 218)",#ded9da
2316,2248,"(222, 217, 218)",#ded9da
2319,2249,"(222, 218, 218)",#dedada
76,2250,"(222, 218, 218)",#dedada
77,2251,"(222, 218, 218)",#dedada
237,2252,"(222, 218, 218)",#dedada
229,2253,"(222, 218, 218)",#dedada
560,2254,"(222, 218, 218)",#dedada
541,2255,"(222, 218, 218)",#dedada
382,2256,"(222, 218, 218)",#dedada
406,2257,"(222, 218, 218)",#dedada
1886,2258,"(222, 218, 218)",#dedada
1861,2259,"(222, 218, 218)",#dedada
2306,2260,"(222, 218, 218)",#dedada
2331,2261,"(221, 218, 218)",#dddada
2179,2262,"(222, 218, 218)",#dedada
2161,2263,"(221, 218, 218)",#dddada
1877,2264,"(221, 218, 218)",#dddada
1872,2265,"(222, 218, 218)",#dedada
2022,2266,"(222, 218, 218)",#dedada
2024,2267,"(222, 218, 218)",#dedada
553,2268,"(222, 218, 218)",#dedada
546,2269,"(221, 218, 218)",#dddada
1876,2270,"(222, 218, 218)",#dedada
1873,2271,"(222, 218, 218)",#dedada
2019,2272,"(222, 218, 218)",#dedada
2025,2273,"(222, 218, 218)",#dedada
2307,2274,"(222, 218, 219)",#dedadb
2330,2275,"(222, 218, 219)",#dedadb
2182,2276,"(222, 218, 219)",#dedadb
2160,2277,"(221, 218, 218)",#dddada
64,2278,"(221, 218, 218)",#dddada
87,2279,"(221, 218, 218)",#dddada
411,2280,"(221, 218, 218)",#dddada
376,2281,"(221, 218, 218)",#dddada
531,2282,"(221, 218, 218)",#dddada
570,2283,"(221, 218, 218)",#dddada
219,2284,"(221, 218, 218)",#dddada
248,2285,"(221, 218, 218)",#dddada
94,2286,"(221, 218, 218)",#dddada
59,2287,"(221, 218, 218)",#dddada
2155,2288,"(221, 218, 218)",#dddada
2186,2289,"(221, 218, 218)",#dddada
215,2290,"(221, 218, 218)",#dddada
252,2291,"(221, 218, 218)",#dddada
93,2292,"(221, 218, 218)",#dddada
60,2293,"(221, 218, 218)",#dddada
415,2294,"(221, 218, 218)",#dddada
372,2295,"(221, 218, 218)",#dddada
532,2296,"(221, 218, 218)",#dddada
569,2297,"(221, 218, 219)",#dddadb
2037,2298,"(221, 218, 219)",#dddadb
2008,2299,"(221, 218, 219)",#dddadb
2251,2300,"(222, 218, 219)",#dedadb
2386,2301,"(222, 218, 219)",#dedadb
2238,2302,"(222, 219, 219)",#dedbdb
2104,2303,"(222, 219, 219)",#dedbdb
1933,2304,"(222, 219, 219)",#dedbdb
1816,2305,"(222, 219, 219)",#dedbdb
1963,2306,"(222, 219, 219)",#dedbdb
2081,2307,"(223, 219, 219)",#dfdbdb
616,2308,"(223, 219, 219)",#dfdbdb
487,2309,"(223, 219, 219)",#dfdbdb
1934,2310,"(223, 219, 220)",#dfdbdc
1815,2311,"(223, 219, 220)",#dfdbdc
1966,2312,"(223, 219, 220)",#dfdbdc
2080,2313,"(223, 219, 220)",#dfdbdc
2250,2314,"(223, 219, 220)",#dfdbdc
2387,2315,"(223, 219, 220)",#dfdbdc
2235,2316,"(223, 220, 220)",#dfdcdc
2105,2317,"(223, 220, 220)",#dfdcdc
11,2318,"(223, 220, 220)",#dfdcdc
144,2319,"(223, 220, 220)",#dfdcdc
619,2320,"(223, 220, 220)",#dfdcdc
482,2321,"(223, 220, 220)",#dfdcdc
320,2322,"(223, 220, 220)",#dfdcdc
468,2323,"(224, 220, 220)",#e0dcdc
17,2324,"(224, 220, 220)",#e0dcdc
136,2325,"(224, 220, 220)",#e0dcdc
299,2326,"(224, 220, 221)",#e0dcdd
167,2327,"(224, 221, 221)",#e0dddd
2255,2328,"(224, 221, 221)",#e0dddd
2384,2329,"(224, 221, 221)",#e0dddd
14,2330,"(224, 221, 221)",#e0dddd
139,2331,"(224, 221, 221)",#e0dddd
298,2332,"(224, 221, 221)",#e0dddd
170,2333,"(224, 221, 221)",#e0dddd
622,2334,"(224, 221, 221)",#e0dddd
479,2335,"(224, 221, 221)",#e0dddd
321,2336,"(224, 221, 221)",#e0dddd
465,2337,"(224, 221, 221)",#e0dddd
1938,2338,"(224, 221, 221)",#e0dddd
1813,2339,"(224, 221, 221)",#e0dddd
1063,2340,"(224, 221, 221)",#e0dddd
930,2341,"(224, 221, 221)",#e0dddd
1080,2342,"(224, 221, 221)",#e0dddd
1208,2343,"(224, 221, 221)",#e0dddd
794,2344,"(224, 221, 221)",#e0dddd
909,2345,"(224, 221, 221)",#e0dddd
759,2346,"(224, 221, 221)",#e0dddd
647,2347,"(224, 221, 221)",#e0dddd
1527,2348,"(224, 221, 221)",#e0dddd
1638,2349,"(224, 221, 221)",#e0dddd
799,2350,"(224, 221, 221)",#e0dddd
904,2351,"(224, 221, 221)",#e0dddd
762,2352,"(224, 221, 221)",#e0dddd
646,2353,"(224, 220, 221)",#e0dcdd
1058,2354,"(224, 220, 221)",#e0dcdd
935,2355,"(224, 220, 220)",#e0dcdc
1077,2356,"(224, 220, 220)",#e0dcdc
1209,2357,"(224, 220, 220)",#e0dcdc
1503,2358,"(224, 220, 220)",#e0dcdc
1370,2359,"(223, 220, 220)",#dfdcdc
1515,2360,"(223, 220, 220)",#dfdcdc
1648,2361,"(223, 220, 220)",#dfdcdc
1792,2362,"(223, 220, 220)",#dfdcdc
1664,2363,"(223, 219, 220)",#dfdbdc
1492,2364,"(223, 219, 220)",#dfdbdc
1379,2365,"(223, 219, 220)",#dfdbdc
1234,2366,"(223, 219, 219)",#dfdbdb
1346,2367,"(223, 219, 219)",#dfdbdb
1053,2368,"(223, 219, 219)",#dfdbdb
942,2369,"(223, 219, 219)",#dfdbdb
1491,2370,"(223, 219, 219)",#dfdbdb
1380,2371,"(223, 219, 219)",#dfdbdb
1233,2372,"(223, 219, 219)",#dfdbdb
1349,2373,"(223, 218, 219)",#dfdadb
1516,2374,"(223, 218, 219)",#dfdadb
1647,2375,"(222, 218, 218)",#dedada
1793,2376,"(222, 218, 218)",#dedada
1661,2377,"(222, 218, 218)",#dedada
789,2378,"(222, 218, 218)",#dedada
916,2379,"(222, 218, 218)",#dedada
1215,2380,"(222, 218, 218)",#dedada
1072,2381,"(222, 218, 218)",#dedada
926,2382,"(222, 218, 218)",#dedada
1067,2383,"(222, 218, 218)",#dedada
635,2384,"(222, 218, 218)",#dedada
772,2385,"(221, 218, 218)",#dddada
921,2386,"(221, 217, 218)",#ddd9da
783,2387,"(221, 217, 218)",#ddd9da
1657,2388,"(221, 217, 218)",#ddd9da
1798,2389,"(221, 217, 218)",#ddd9da
631,2390,"(221, 217, 218)",#ddd9da
776,2391,"(221, 217, 218)",#ddd9da
920,2392,"(221, 217, 217)",#ddd9d9
